,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
162,bokf,bok,financial,corporation,holding,company,offers,full,service,banking,oklahoma,texas,new,mexico,northwest,arkansas,colorado,arizona,kansas,missouri,segments,include,commercial,consumer,wealth,management,funds,segment,includes,lending,treasury,cash,services,customer,risk,products,small,businesses,middle,market,customers,also,transfund,electronic,network,retail,deposit,business,served,branch,mortgage,activities,provides,fiduciary,private,bank,investment,advisory,markets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,bosc,b,better,online,solutions,ltd,bos,provider,automatic,identification,data,capture,aidc,mobility,company,distributes,electronic,components,civil,aircraft,industry,defense,high,technology,equipment,manufacturers,operates,two,segments,rfid,mobile,supply,chain,division,offers,integration,well,stand,alone,products,including,radio,frequency,hardware,communications,specific,software,applications,provides,telecommunications,consolidation,services,aerospace,medical,industries,enterprise,customers,around,world,serves,avionics,retail,government,livestock,markets,,,,,,,,,,,,,,,,,,,,,,,,,,
164,botj,bank,james,financial,group,inc,holding,company,virginia,banking,corporation,engaged,general,retail,commercial,business,conducts,two,principal,activities,mortgage,origination,services,division,addition,provides,securities,brokerage,investment,acts,agent,insurance,annuity,products,subsidiary,offered,include,safe,deposit,boxes,traveler,checks,direct,payroll,social,security,automatic,drafts,various,accounts,treasury,management,credit,card,merchant,also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,bpfh,boston,private,financial,holdings,inc,bank,holding,company,amp,trust,offers,banking,wealth,management,services,high,net,worth,individuals,families,businesses,select,institutions,segments,include,investment,advisory,segment,provides,privately,owned,partnerships,nonprofit,organizations,solutions,serve,needs,pension,funds,endowments,trusts,foundations,mutual,planning,based,strategies,non,profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,boom,dmc,global,inc,formerly,dynamic,materials,corporation,diversified,technology,company,operates,family,technical,product,process,businesses,serving,energy,industrial,infrastructure,markets,operate,international,network,manufacturing,distribution,sales,facilities,segments,nobelclad,dynaenergetics,segment,engaged,production,explosion,welded,clad,metal,plates,use,construction,corrosion,resistant,processing,equipment,specialized,transition,joints,manufactures,sells,oilfield,perforating,explosives,including,detonating,cords,detonators,bi,directional,boosters,shaped,charges,seismic,related,accessories,owns,explosive,metalworking,metallic,processes,registered,trademarks,detaclad,detacouple,eftek,etj,,,,,,,,,,,,,,
167,bpop,popular,inc,financial,holding,company,operates,two,segments,banco,de,puerto,rico,bppr,includes,business,north,america,bpna,united,states,mainland,operations,caribbean,segment,provides,retail,mortgage,commercial,banking,services,subsidiary,well,auto,equipment,leasing,financing,investment,broker,dealer,insurance,specialized,subsidiaries,consists,pna,functioning,also,e,loan,based,new,york,florida,jersey,conducted,name,community,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,brkl,brookline,bancorp,inc,operates,multi,bank,holding,company,subsidiaries,rhode,island,bankri,first,ipswich,securities,corp,commercially,focused,financial,institution,full,service,banking,offices,throughout,greater,boston,north,shore,massachusetts,individually,collectively,banks,offered,range,commercial,business,retail,services,including,cash,management,products,online,consumer,residential,loans,investment,central,new,england,december,also,provides,specialty,equipment,financing,eastern,funding,llc,macrolease,corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,brkr,bruker,corporation,designs,manufactures,scientific,instruments,analytical,diagnostic,solutions,segments,include,biospin,group,chemicals,applied,markets,life,science,vitro,diagnostics,detection,calid,nano,energy,amp,supercon,technologies,best,segment,distributes,enabling,tools,mass,spectrometry,integrated,used,along,sample,preparation,chromatography,well,chemical,biological,radiological,nuclear,explosive,products,spectroscopy,microscopy,develops,superconducting,non,materials,devices,also,focuses,nanomechanical,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,brks,brooks,automation,inc,provider,solutions,various,applications,markets,company,operates,two,segments,semiconductor,group,life,science,systems,segment,offers,critical,automated,transport,vacuum,contamination,control,services,product,offerings,include,robots,integrated,handling,substrates,also,equipment,conditioning,metrology,wafer,reticle,carriers,sample,cycle,management,provide,bioscience,customers,range,scientific,research,support,drug,development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,bstc,biospecifics,technologies,corp,biopharmaceutical,company,involved,development,injectable,collagenase,clostridium,histolyticum,multiple,indications,license,agreement,endo,global,ventures,bermuda,unlimited,liability,affiliate,international,plc,marketed,xiaflex,xiapex,europe,two,involving,dupuytren,contracture,peyronie,disease,clinical,injection,tested,include,keloids,hypertrophic,scars,scarred,tendons,glaucoma,herniated,intervertebral,discs,adjunct,vitrectomy,evaluating,options,additional,using,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,buse,first,busey,corporation,financial,holding,company,offers,range,services,banking,non,subsidiaries,operates,three,segments,remittance,processing,wealth,management,segment,provides,individual,corporate,customers,branch,network,downstate,illinois,st,louis,missouri,metropolitan,area,southwest,florida,indianapolis,indiana,online,bill,payments,lockbox,walk,asset,investment,fiduciary,individuals,businesses,foundations,philanthropic,advisory,farm,brokerage,conducts,business,related,bank,also,include,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,bwfg,bankwell,financial,group,inc,bank,holding,company,offers,range,services,banking,subsidiary,connecticut,state,non,member,provides,commercial,consumer,customers,concentrated,fairfield,new,counties,region,lending,products,include,owner,occupied,real,estate,loans,investment,business,term,equipment,financing,lines,credit,small,mid,sized,businesses,construction,development,retail,residential,mortgage,home,equity,installment,depository,checking,savings,money,market,certificates,deposit,noninterest,bearing,demand,negotiable,order,withdrawal,time,deposits,,,,,,,,,,,,,,,,,,,,,,,
174,cacc,credit,acceptance,corporation,offers,financing,programs,enable,automobile,dealers,sell,vehicles,consumers,company,offered,network,two,portfolio,program,purchase,advances,money,dealer,loan,exchange,right,service,underlying,consumer,loans,buys,purchased,keeps,amounts,collected,collectively,referred,december,target,market,included,approximately,independent,franchised,united,states,area,managers,located,throughout,enroll,new,support,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,caas,china,automotive,systems,inc,holding,company,subsidiary,great,genesis,holdings,limited,owns,interests,eight,sino,joint,ventures,five,subsidiaries,people,republic,prc,manufacture,power,steering,related,products,various,segments,automobile,industry,also,brazil,based,trading,engages,mainly,import,sales,parts,henglong,usa,corporation,hlusa,marketing,north,america,provides,service,research,development,support,geographical,include,united,states,foreign,countries,one,shenyang,jinbei,system,co,ltd,focuses,light,duty,vehicles,,,,,,,,,,,,,,,,,,,,,,
176,cake,cheesecake,factory,incorporated,engaged,restaurant,bakery,business,march,company,operated,owned,restaurants,mark,grand,lux,cafe,one,rock,sugar,pan,asian,kitchen,segments,include,also,operates,production,facilities,produce,desserts,international,licensees,third,party,customers,offer,lunch,dinner,well,sunday,brunch,bar,january,menu,consisted,items,addition,presented,supplemental,menus,skinnylicious,offers,approximately,casual,dining,concept,artisan,cuisine,appetizers,seafood,steaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,camp,calamp,corp,provider,wireless,communications,solutions,range,applications,customers,globally,company,operates,two,business,segments,telematics,systems,software,amp,subscription,services,segment,offers,series,mobile,resource,management,mrm,products,cloud,based,application,enablement,service,platforms,facilities,various,locations,including,carlsbad,california,torrance,herndon,virginia,waseca,minnesota,eden,prairie,auckland,new,zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,camt,camtek,ltd,israel,based,manufacturer,metrology,inspection,equipment,provider,software,solutions,company,mainly,serves,advanced,packaging,memory,complementary,metal,oxide,semiconductor,cmos,image,sensors,micro,electro,mechanical,sensor,mems,radio,frequency,rf,segments,mid,end,semiconductors,industry,seven,offices,around,world,provides,tailor,made,line,customers,requirements,subsidiaries,europe,sa,korea,south,east,asia,pte,usa,inc,sela,engineering,laboratories,japan,among,others,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,calm,cal,maine,foods,inc,producer,marketer,shell,eggs,united,states,company,operates,segment,production,grading,packaging,marketing,distribution,offers,including,specialty,non,classifies,cage,free,organic,brown,products,markets,brands,egg,land,best,lakes,farmhouse,grain,eb,produces,distributes,branded,brand,throughout,southeast,southwest,regions,wholesome,vegetarian,omega,also,private,label,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,caro,carolina,financial,corporation,bank,holding,company,operates,crescom,state,chartered,commercial,three,segments,community,banking,wholesale,mortgage,segment,provides,traditional,services,offered,loan,origination,servicing,crescent,managerial,operational,support,business,range,retail,meet,needs,customers,branch,network,south,north,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,cara,therapeutics,inc,clinical,stage,biopharmaceutical,company,focused,developing,commercializing,chemical,entities,designed,alleviate,pain,pruritus,focusing,kappa,opioid,receptors,class,product,candidates,target,body,peripheral,nervous,system,operates,activities,related,discovery,development,treat,serious,medical,conditions,including,candidate,pipeline,includes,v,cr,acute,uremic,oral,chronic,neuropathic,inflammatory,injectable,version,receptor,agonist,intended,treatment,care,setting,exhibited,anti,pruritic,itch,potency,standard,preclinical,models,,,,,,,,,,,,,,,,,,,,,,,,,,
182,carb,carbonite,inc,provides,data,protection,solutions,including,cloud,hybrid,premise,backup,restore,disaster,recovery,service,draas,e,mail,archiving,company,provide,enterprise,grade,capabilities,customers,small,medium,sized,businesses,smbs,plans,include,computer,server,office,power,ultimate,evault,enables,users,automatically,back,files,directly,physical,virtual,servers,management,scheduling,retention,bandwidth,compression,settings,monitoring,reporting,via,personalized,dashboard,mailstore,provider,edition,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,car,avis,budget,group,inc,provider,vehicle,rental,sharing,services,company,operates,three,brands,include,zipcar,suppliers,also,owns,payless,brand,apex,new,zealand,australia,maggiore,italy,france,cars,light,commercial,fleets,two,segments,americas,international,segment,provides,licenses,third,parties,rentals,ancillary,products,north,america,south,central,caribbean,business,certain,markets,europe,middle,east,africa,asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,casi,pharmaceuticals,inc,biopharmaceutical,company,focused,acquisition,development,commercialization,therapeutics,cancer,medical,needs,operates,targeted,treatment,segment,product,pipeline,includes,internal,lead,drug,candidate,enmd,marqibo,zevalin,evomela,early,stage,candidates,preclinical,orally,active,aurora,angiogenic,kinase,inhibitor,selectivity,profile,multiple,mechanisms,action,sphingomyelin,cholesterol,liposome,encapsulated,formulation,vincristine,sulfate,ibritumomab,tiuxetan,injection,intravenous,use,cd,directed,radiotherapeutic,antibody,melphalan,investigated,spectrum,myeloma,transplant,setting,also,methoxyestradial,,,,,,,,,,,,,,,,,,,,,,,,
185,catm,cardtronics,plc,formerly,inc,provides,automated,consumer,financial,services,network,teller,machines,atms,multi,function,kiosks,company,operations,consists,north,america,europe,corporate,amp,segments,atm,united,states,canada,mexico,puerto,rico,included,segment,kingdom,ireland,germany,poland,spain,design,transaction,processing,service,american,european,along,external,customers,general,administrative,functions,comprise,december,provided,approximately,throughout,including,territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,cass,information,systems,inc,provider,payment,processing,services,manufacturing,distribution,retail,enterprises,across,united,states,operating,locations,missouri,ohio,massachusetts,south,carolina,florida,company,provides,transportation,invoice,rating,auditing,accounting,also,processor,payer,energy,invoices,including,electricity,gas,waste,facility,related,expenses,operates,two,segments,banking,segment,telecommunication,environmental,large,corporations,primarily,privately,held,businesses,churches,bank,subsidiary,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,casy,casey,general,stores,inc,subsidiaries,operate,convenience,name,store,states,midwest,south,company,also,operates,approximately,two,selling,primarily,tobacco,products,carry,range,food,including,freshly,prepared,foods,pizza,donuts,sandwiches,beverages,health,beauty,aids,automotive,nonfood,items,distribution,centers,supply,grocery,merchandise,typically,carries,sell,regional,brands,dairy,bakery,offer,beer,non,include,school,supplies,housewares,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
